Time,Time Code,Country Name,Country Code,"Foreign direct investment, net (BoP, current US$) [BN.KLT.DINV.CD]","Foreign direct investment, net inflows (% of GDP) [BX.KLT.DINV.WD.GD.ZS]",Net official development assistance and official aid received (current US$) [DT.ODA.ALLD.CD],"Net official flows from UN agencies, IFAD (current US$) [DT.NFL.IFAD.CD]","Net official flows from UN agencies, ILO (current US$) [DT.NFL.ILOG.CD]","Net official flows from UN agencies, UNAIDS (current US$) [DT.NFL.UNAI.CD]","Net official flows from UN agencies, UNFPA (current US$) [DT.NFL.UNFP.CD]","Net official flows from UN agencies, UNICEF (current US$) [DT.NFL.UNCF.CD]","Net official flows from UN agencies, WFP (current US$) [DT.NFL.WFPG.CD]","Net official flows from UN agencies, WHO (current US$) [DT.NFL.WHOL.CD]",Net migration [SM.POP.NETM],GDP (current US$) [NY.GDP.MKTP.CD],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],GNI per capita growth (annual %) [NY.GNP.PCAP.KD.ZG],GNI (current US$) [NY.GNP.MKTP.CD],Trade (% of GDP) [NE.TRD.GNFS.ZS],"Net trade in goods and services (BoP, current US$) [BN.GSR.GNFS.CD]","Net official flows from UN agencies, UNDP (current US$) [DT.NFL.UNDP.CD]"
2011,YR2011,Brazil,BRA,-86360111205,3.915112241,840690002.4,2039999.962,..,819999.9928,1549999.952,750000,..,..,33631,2.6162E+12,3.013396273,3.543612096,2.54897E+12,23.93440518,-9741330487,959999.9785
2011,YR2011,Bulgaria,BGR,-1611440000,3.64749334,..,..,..,..,..,..,..,..,-11262,57678241024,2.758011774,1.611416265,55873847138,117.4562893,170110000,..
2011,YR2011,Burkina Faso,BFA,-41472799.99,1.190744868,981979980.5,2240000.01,..,779999.9714,3259999.99,16569999.69,2829999.924,1220000.029,-33455,12080296644,3.502706594,2.285838262,11592645415,57.4972531,-697939435.9,4250000
2011,YR2011,Burundi,BDI,-3354999.181,0.150056708,572239990.2,7550000.191,..,1129999.995,1830000.043,9970000.267,3180000.067,1190000.057,-19517,2235820868,0.41151196,0.17455782,2218331639,43.00000284,-529656985.3,8140000.343
2011,YR2011,Cabo Verde,CPV,-100837552.8,5.479689718,251369995.1,519999.9809,..,79999.99821,1269999.981,1230000.019,-59999.99866,930000.0072,-1744,1865915544,2.725448256,3.280957993,1792779486,99.84914997,-591799700.5,550000.0119
2011,YR2011,Cambodia,KHM,-1509718402,11.99484384,691950012.2,1779999.971,..,1309999.943,3700000.048,6670000.076,4300000.191,1639999.986,-42942,12829541141,5.524175204,4.709876624,12296626378,113.5818435,-1764889739,5489999.771
2011,YR2011,Cameroon,CMR,-466172181.8,2.132703795,612080017.1,1600000.024,..,709999.9785,3609999.895,6840000.153,9250000,1460000.038,-12671,30630912185,0.493346681,0.462310661,30327345840,51.5219876,-704021151.2,2289999.962
2011,YR2011,Central African Republic,CAF,..,1.513893174,268769989,-500000,..,550000.0119,3099999.905,4119999.886,4400000.095,1580000.043,-86451,2437982840,2.610234803,2.536853329,2447711151,34.47561833,..,4300000.191
2011,YR2011,Chad,TCD,..,2.315912189,457660003.7,1259999.99,..,889999.9857,3589999.914,13729999.54,1049999.952,1570000.052,29255,12172309523,-3.354074685,-2.585190162,11856128212,80.68107489,..,7360000.134
2011,YR2011,China,CHN,-2.31652E+11,3.708828902,-603609985.4,22920000.08,..,2170000.076,2380000.114,10189999.58,..,5579999.924,-147585,7.5515E+12,8.953816042,8.404532299,7.48112E+12,50.74090459,1.81904E+11,5820000.172
2011,YR2011,Colombia,COL,-6227223174,4.372985932,1013590027,1909999.967,..,360000.0143,1759999.99,1029999.971,5429999.828,..,-46273,3.34944E+11,5.784699766,4.845431131,3.2074E+11,39.47042355,527573370.1,629999.9952
2011,YR2011,Comoros,COM,-23118440.54,2.259676741,55349998.47,1070000.052,..,..,870000.0048,879999.9952,..,810000.0024,-2146,1023086184,1.960299485,1.976991339,1022301333,40.00099559,-207608724,709999.9785
2011,YR2011,"Congo, Dem. Rep.",COD,-1596024304,6.176624593,5526459961,7530000.21,..,1460000.038,7909999.847,59380001.07,-259999.9905,2240000.01,40890,25839749199,3.35182131,2.114277277,24543304632,85.19814419,-1593602281,18610000.61
2011,YR2011,"Congo, Rep.",COG,-198718881.9,1.907834689,261239990.2,2619999.886,..,720000.0286,2000000,-980000.0191,3490000.01,1009999.99,5262,15655384440,-1.056578869,-3.892887435,14089660956,124.5917427,3542209799,920000.0167
2011,YR2011,Costa Rica,CRI,-2328216841,6.391724891,35549999.24,-349999.994,..,70000.0003,649999.9762,1169999.957,..,..,4258,42762617082,3.116526116,2.333891948,41344489895,68.63914651,-1194544784,560000.0024
2011,YR2011,Cote d'Ivoire,CIV,-286680746.8,0.822954232,1436199951,1299999.952,..,949999.9881,5250000,13529999.73,8770000.458,1149999.976,-156846,36693712825,-7.314005486,-6.966769906,24425276237,64.71590306,4189664129,3740000.01
2011,YR2011,Cuba,CUB,..,..,87279998.78,..,..,..,680000.0072,819999.9928,-70000.0003,..,-28752,68990000000,2.726846251,3.468998874,67926000000,46.96042905,..,490000.0095
2011,YR2011,Djibouti,DJI,-79000230.7,6.375384839,140399993.9,2220000.029,..,460000.0083,790000.0215,930000.0072,1649999.976,540000.0215,2090,1239144502,..,..,1247888544,..,-254719476,1080000.043
2011,YR2011,Dominica,DMA,-14192972.59,2.832782069,24440000.53,-230000.0042,..,..,..,..,..,..,0,501025925.9,-0.204681673,..,490477777.8,90.4307458,-73851327.04,39999.99911
2011,YR2011,Dominican Republic,DOM,-2276700000,3.786850662,242619995.1,-1370000.005,..,670000.0167,769999.9809,910000.0262,..,..,-30572,58029750746,1.800671362,1.544076407,55775250746,58.9896659,-6016300000,660000.0262
2011,YR2011,Ecuador,ECU,-646084358.7,0.814974201,181300003.1,1669999.957,..,289999.9917,970000.0286,1019999.981,170000.0018,..,-8135,79276664000,6.111532316,5.971319417,78067843000,64.49023889,-1865315382,730000.0191
2011,YR2011,"Egypt, Arab Rep.",EGY,1108200000,-0.204542849,423730011,-1730000.019,..,460000.0083,3019999.981,3720000.029,1730000.019,1429999.948,158511,2.3599E+11,-0.457409359,-1.124400821,2.2994E+11,45.25563416,-14328100000,1570000.052
2011,YR2011,El Salvador,SLV,-218429105.5,0.603930847,297390014.6,1549999.952,..,239999.9946,1110000.014,879999.9952,79999.99821,..,-53440,20283780000,3.412532244,3.322528776,19665540000,79.2766437,-4323108760,509999.9905
2011,YR2011,Equatorial Guinea,GNQ,..,9.247404179,24549999.24,-230000.0042,..,..,1120000.005,449999.9881,..,670000.0167,17606,21357344847,1.864593187,3.166856203,13819220310,114.3773466,..,419999.9869
2011,YR2011,Eritrea,ERI,..,1.888618368,133410003.7,4389999.866,..,439999.9976,1830000.043,2200000.048,..,600000.0238,-32992,2065001626,6.652182535,5.683164494,2041455161,47.39379012,..,4989999.771
2011,YR2011,Eswatini,SWZ,-98310781.81,2.047678109,124089996.3,439999.9976,..,579999.9833,1340000.033,1000000,1460000.038,899999.9762,-10654,4820499924,1.743010228,0.752001765,4528166008,80.76129963,-376089570.8,500000
2011,YR2011,Ethiopia,ETH,-628624806,1.967356639,3493889893,8210000.038,..,1750000,6059999.943,40020000.46,28059999.47,2880000.114,116793,31952763089,8.054120481,..,31883271774,48.23293541,-5923027741,15619999.89
2011,YR2011,Fiji,FJI,-215956223.4,5.745879826,75389999.39,..,..,730000.0191,0,..,..,870000.0048,-10836,3779378134,2.344910977,..,3663272656,124.4768348,-221798950.7,70000.0003
2011,YR2011,Gabon,GAB,-1098127169,6.169785117,69449996.95,230000.0042,..,509999.9905,1129999.995,860000.0143,..,1169999.957,18969,18210308748,3.382360848,-0.916970341,15711224401,90.49837733,4261865317,639999.9857
2011,YR2011,"Gambia, The",GMB,-94342122.94,2.559216532,135710006.7,829999.9833,..,250000,1220000.029,1289999.962,140000.0006,689999.9976,-2363,1409694554,-10.93207644,-11.38894178,1377827103,42.63970205,-118898397.4,2710000.038
2011,YR2011,Georgia,GEO,-987355065.5,7.745107294,545059997.6,1350000.024,..,159999.9964,569999.9928,800000.0119,600000.0238,370000.0048,-25975,15107441447,8.264988721,7.161541119,14681541476,87.54685286,-2745905484,1250000
2011,YR2011,Ghana,GHA,-3222243000,8.255743982,1803869995,4940000.057,..,939999.9976,3119999.886,10289999.96,59999.99866,920000.0167,-733,39337314810,11.30007269,9.654627954,38114303104,86.29545385,-4908642719,5989999.771
2011,YR2011,Grenada,GRD,-42648183.7,5.477153937,12029999.73,259999.9905,..,..,..,..,..,..,-292,778655925.9,-0.00576766,..,746883222.2,..,-199313554.4,50000.00075
2011,YR2011,Guatemala,GTM,-1139573000,1.870378116,353570007.3,-2779999.971,..,759999.9905,1629999.995,910000.0262,1919999.957,..,-33204,46876114650,2.28579517,2.006943594,45572811583,65.04705104,-5432776290,460000.0083
2011,YR2011,Guinea,GIN,-955240000,14.09050364,197250000,4769999.981,..,239999.9946,2849999.905,8890000.343,349999.994,1169999.957,-29092,6785137173,3.034094544,2.165265046,6651747174,85.95467312,-1167460000,4639999.866
2011,YR2011,Guinea-Bissau,GNB,-24165753.08,2.275288507,120639999.4,-1120000.005,..,79999.99821,1440000.057,2200000.048,639999.9857,790000.0215,-1760,1099818652,5.277090605,6.393242197,1106262188,56.62100801,-57273428.19,3849999.905
2011,YR2011,Guyana,GUY,-246800000,6.685838666,105620002.7,79999.99821,..,680000.0072,..,910000.0262,..,..,-14512,3691384318,5.719525983,5.111655884,3682055317,..,-777599521.1,970000.0286
2011,YR2011,Haiti,HTI,-119000000,0.914768616,1506459961,5199999.809,..,1019999.981,3230000.019,3470000.029,2890000.105,..,-29049,13008754111,3.921707912,4.027523102,13046551848,42.42489291,-3121749423,6880000.114
2011,YR2011,Honduras,HND,-1012297708,5.886801112,359250000,-1009999.99,..,819999.9928,1570000.052,850000.0238,129999.9952,..,-5664,17710315006,1.769563087,1.131582744,16768754196,122.2169026,-3572318711,1659999.967
2011,YR2011,India,IND,-23890659988,2.002065552,3270219971,20030000.69,..,1419999.957,14020000.46,43040000.92,1580000.043,7130000.114,-244114,1.82305E+12,3.81807313,4.025675633,1.80702E+12,55.62388001,-1.06687E+11,12750000
2011,YR2011,Indonesia,IDN,-11528394762,2.302984285,358109985.4,38209999.08,..,1090000.033,4929999.828,5650000.095,3589999.914,3730000.019,-54051,8.92969E+11,4.844905701,4.714022362,8.68239E+11,50.18001318,24021724759,4710000.038
2011,YR2011,"Iran, Islamic Rep.",IRN,..,0.683036656,105790000.9,..,..,500000,1500000,1950000.048,1309999.943,1490000.01,-150029,6.26133E+11,1.342708535,1.414282751,6.26598E+11,41.21941479,..,660000.0262
2011,YR2011,Iraq,IRQ,-1716000000,1.120863398,1914689941,219999.9988,..,..,2019999.981,2440000.057,0,1049999.952,281089,1.8575E+11,3.848929643,2.542978658,1.85513E+11,72.17132822,30749000000,3000000
2011,YR2011,Jamaica,JAM,-143677170.7,1.195993686,41029998.78,..,..,720000.0286,..,1090000.033,..,..,-12578,14444655300,1.275729482,1.492244614,13926255522,83.82182023,-3541151131,639999.9857
2011,YR2011,Jordan,JOR,-1455211268,5.033358725,974099975.6,-2119999.886,..,..,709999.9785,829999.9833,..,730000.0191,7057,29524149165,0.154697989,0.048590046,29259642123,118.6996795,-7557323944,1559999.943
2011,YR2011,Kazakhstan,KAZ,-8582644895,7.14350879,201029998.8,..,..,720000.0286,560000.0024,1100000.024,..,..,14829,1.92627E+11,5.873507662,1.601122001,1.64881E+11,73.11785705,38208846919,449999.9881
2011,YR2011,Kenya,KEN,-1364485299,3.094712079,2477320068,13770000.46,..,1049999.952,5349999.905,11930000.31,25149999.62,1509999.99,-44800,46869457318,2.366419735,4.847550203,41961912290,58.40220597,-6360159023,7300000.191
2011,YR2011,Kiribati,KIR,415900.0046,-0.193029099,64540000.92,..,..,..,..,..,..,319999.9928,-850,180665807.1,0.025023857,-4.650826497,251816400.2,101.3421788,-131487736.3,200000.003
2011,YR2011,"Korea, Dem. People's Rep.",PRK,..,..,96099998.47,-1629999.995,..,..,860000.0143,3859999.895,13329999.92,2490000.01,-2958,..,..,..,..,..,..,1220000.029
2011,YR2011,Kosovo,XKX,-528270968.8,8.441322392,583179992.7,..,..,..,..,1750000,..,..,-3033,6341737194,5.41043862,6.278978003,6496679148,86.15174947,-2292999084,379999.9952
2011,YR2011,Kyrgyz Republic,KGZ,-689582900,11.06464469,425209991.5,1720000.029,..,239999.9946,860000.0143,1149999.976,4320000.172,1090000.033,-46841,6197766119,4.674715629,-0.580747572,5538866119,136.1798404,-1656613020,3289999.962
2011,YR2011,Lao PDR,LAO,-300743507.1,3.437026465,371950012.2,3029999.971,..,469999.9988,1600000.024,2559999.943,1809999.943,1840000.033,-27661,8750107402,6.474243139,5.425515358,8157262171,91.69869587,-349954012.2,3839999.914
2011,YR2011,Lebanon,LBN,-2200405139,7.856939895,475489990.2,-879999.9952,..,39999.99911,660000.0262,810000.0024,..,569999.9928,2246,39927125961,-0.11745032,0.648730151,39687755961,102.1398824,-7627030601,1840000.033
2011,YR2011,Lesotho,LSO,-61173319.21,2.371590482,256769989,1669999.957,..,1059999.943,1610000.014,1169999.957,2089999.914,1000000,-6852,2579421686,3.84774666,-2.549196176,3089102109,149.0128764,-1422432825,910000.0262
2011,YR2011,Liberia,LBR,-2086006933,86.98944676,762250000,910000.0262,..,379999.9952,2480000.019,10319999.69,2599999.905,860000.0143,91983,2398000000,4.029352554,..,2273155200,..,-1022636893,4449999.809
2011,YR2011,Libya,LBY,131000000,0,633250000,..,..,50000.00075,..,..,7400000.095,620000.0048,-862825,48167374612,-47.89998601,..,47724636497,63.00543529,3513800000,..
2011,YR2011,Madagascar,MDG,-773203075.7,7.05979215,447279998.8,9310000.42,..,569999.9928,4250000,11819999.69,4510000.229,1139999.986,485,11551819618,-1.226482205,-1.303686014,11339961189,56.4830926,-1147933209,5889999.866
2011,YR2011,Malawi,MWI,-811806625.9,10.15431903,798280029.3,2390000.105,..,1120000.005,3329999.924,10550000.19,-150000.006,899999.9762,-12133,8004000737,1.893348314,..,7888424223,..,-1278001468,8689999.58
2011,YR2011,Malaysia,MYS,2988958790,5.074455346,40810001.37,..,..,39999.99911,370000.0048,560000.0024,..,779999.9714,115314,2.97952E+11,3.611173397,..,2.90893E+11,154.9376846,46436559964,419999.9869
2011,YR2011,Maldives,MDV,-423530664,15.26593239,49830001.83,1429999.948,..,9999.999776,400000.006,620000.0048,..,1340000.033,6504,2774351760,4.83660046,..,2479687735,..,146924690.1,860000.0143
2011,YR2011,Mali,MLI,-552491796.9,4.285271525,1267619995,2490000.01,..,639999.9857,2900000.095,15329999.92,810000.0024,1129999.995,-43216,12995113407,-0.072193463,0.185639447,12532792055,53.91355778,-1051695375,5179999.828
2011,YR2011,Marshall Islands,MHL,4380881.138,-2.553450596,84519996.64,..,..,..,..,..,..,159999.9964,-1901,171567100,0.530261694,-0.00092052,207701600,153.9185192,-99845558.28,29999.99933
2011,YR2011,Mauritania,MRT,..,8.70334474,381720001.2,1039999.962,..,109999.9994,2099999.905,2549999.952,4869999.886,939999.9976,9340,6764635687,1.075369447,-0.401953699,6609321843,98.4853296,..,1700000.048
2011,YR2011,Mauritius,MUS,988795303.6,3.762078591,185690002.4,449999.9881,..,..,59999.99866,..,..,569999.9928,-3520,11518393367,3.911001241,2.946765177,11549850206,117.5389464,-1561477609,569999.9928
2011,YR2011,Mexico,MEX,-12271829963,2.019859148,967020019.5,4079999.924,..,100000.0015,1139999.986,899999.9762,..,..,4184,1.18049E+12,2.193587578,1.766488392,1.16174E+12,63.46967792,-16792550954,29999.99933
2011,YR2011,"Micronesia, Fed. Sts.",FSM,0,0,130639999.4,..,..,..,..,..,..,270000.0107,-1719,311301600,2.902596056,..,320855800,106.9046224,-162195900,79999.99821
2011,YR2011,Moldova,MDA,-337150000,4.431476298,461690002.4,3460000.038,..,430000.0072,439999.9976,1059999.943,..,720000.0286,-88796,8414351672,5.879385195,5.59075773,8991792371,98.61759651,-2825503938,1840000.033
2011,YR2011,Mongolia,MNG,-4476599427,43.91211162,337450012.2,1820000.052,..,79999.99821,2660000.086,1059999.943,..,1279999.971,-1248,10409797649,15.52034785,..,9551980150,126.9992286,-3517358045,2069999.933
2011,YR2011,Montenegro,MNE,-538667587,12.24909071,126629997.3,..,..,..,..,920000.0167,..,..,0,4544516982,3.120074956,4.666717945,4581082545,106.658854,-977371674,850000.0238
2011,YR2011,Morocco,MAR,-2273339953,2.487274621,1440239990,5460000.038,..,540000.0215,1500000,1409999.967,..,1139999.986,-67369,1.0137E+11,3.809622432,3.509387108,99660564407,83.42680017,-14062623476,1070000.052
2011,YR2011,Mozambique,MOZ,-3580348639,25.47664541,2065469971,3710000.038,..,750000,4699999.809,16510000.23,5610000.134,1690000.057,-8820,14381552433,4.312923205,5.93319009,14126352399,80.2303498,-4133946675,6829999.924
2011,YR2011,Myanmar,MMR,-2519813313,4.656094617,379950012.2,..,..,1179999.948,5559999.943,15369999.89,2769999.981,3380000.114,-82753,54118601975,6.648716424,..,52369327029,16.1315685,-123704013.8,8670000.076
2011,YR2011,Namibia,NAM,-790120662.5,6.416791248,275760009.8,..,..,1639999.986,1519999.981,910000.0262,330000.0131,1029999.971,-8639,12523402329,3.461548583,4.60200656,12010789205,102.1891478,-1551987267,680000.0072
2011,YR2011,Nepal,NPL,-94022157.12,0.435815132,749320007.3,6050000.191,..,939999.9976,3049999.952,7980000.019,7130000.114,3230000.019,-347554,21573862467,3.024199013,2.761499406,21678318168,36.29675203,-4584800479,10100000.38
2011,YR2011,Nicaragua,NIC,-928600000,9.579195413,462950012.2,6269999.981,..,29999.99933,1500000,1009999.99,509999.9905,..,-28224,9774307336,4.764208456,4.816541222,9505607836,111.8271573,-2124800000,1750000
2011,YR2011,Niger,NER,-1057887435,12.16450547,644669982.9,8930000.305,..,569999.9928,3079999.924,20350000.38,2910000.086,1350000.024,-6953,8772951262,-1.406346266,-0.621131961,9327273320,50.24639516,-1725329169,9000000
2011,YR2011,Nigeria,NGA,-8024302188,2.133118402,1809859985,8350000.381,..,2130000.114,6219999.79,52110000.61,..,3619999.886,38226,4.14467E+11,2.437007237,2.569730749,3.91452E+11,53.27795833,11643852019,11680000.31
2011,YR2011,North Macedonia,MKD,-473912886.8,4.839814287,192289993.3,-629999.9952,..,..,219999.9988,1320000.052,..,370000.0048,-1690,10494632699,2.164144173,1.809593704,10307356014,113.1919101,-2140371836,479999.9893
2011,YR2011,Pakistan,PAK,-1264000000,0.6208231,3713360107,12760000.23,..,810000.0024,9640000.343,22219999.31,30290000.92,1659999.967,-890633,2.13587E+11,0.60228723,1.044298125,2.1057E+11,32.93990515,-15718000000,10470000.27
2011,YR2011,Palau,PLW,-8326127.029,4.228368553,24520000.46,..,..,..,..,..,..,29999.99933,-364,196911100,8.438333123,..,213211100,..,-49343341.88,0
2011,YR2011,Papua New Guinea,PNG,277801180.9,0.202499221,616479980.5,19999.99955,..,1059999.943,1710000.038,1480000.019,..,2269999.981,40693,17984910502,-1.785403722,..,16272984521,..,108900835.7,2759999.99
2011,YR2011,Paraguay,PRY,-624416571.7,1.722642686,79980003.36,3900000.095,..,19999.99955,930000.0072,910000.0262,..,..,-20435,33756238767,2.942162242,4.017786663,32341769682,78.49212385,673627678.5,1230000.019
2011,YR2011,Peru,PER,-7339667559,4.472626582,590719970.7,-1519999.981,..,689999.9976,1840000.033,910000.0262,..,..,-148270,1.71762E+11,5.432110096,5.112455798,1.59083E+11,55.98828028,6980047573,439999.9976
2011,YR2011,Philippines,PHL,342490414.4,0.856962271,-135869995.1,5110000.134,..,620000.0048,6099999.905,3569999.933,1009999.99,1230000.019,-103875,2.34217E+11,2.024219921,1.516270863,2.59496E+11,60.7958367,-13866049881,1740000.01
2011,YR2011,Russian Federation,RUS,11767160000,2.692357424,..,..,..,..,..,..,..,..,295952,2.04593E+12,4.218723339,..,1.98553E+12,48.03539941,1.63398E+11,..
2011,YR2011,Rwanda,RWA,-112127535.8,1.629433917,1263209961,12819999.69,..,939999.9976,2779999.971,9689999.58,2480000.019,1120000.005,-5358,6881379762,5.22392931,5.215816687,6824148997,39.7365053,-1224722858,5920000.076
2011,YR2011,Samoa,WSM,-14590673.7,2.041578917,88800003.05,-90000.00358,..,70000.0003,..,..,..,730000.0191,-3246,744104842.1,2.961063106,..,716189620.5,77.66494327,-217692574.5,670000.0167
2011,YR2011,Sao Tome and Principe,STP,-31855092.12,13.88934724,73480003.36,1529999.971,..,..,660000.0262,810000.0024,529999.9714,670000.0167,-1641,231489270.1,2.206358273,..,232290168,..,-117739303.3,589999.9738
2011,YR2011,Senegal,SEN,-291141432.6,1.901069859,1054599976,2059999.943,..,300000.0119,2630000.114,6969999.79,2660000.086,1389999.986,-43352,17814284622,-1.387056834,-1.999088448,17532439753,57.5768786,-2636048197,3799999.952
2011,YR2011,Serbia,SRB,-4620734306,10.00957894,1366160034,..,..,..,730000.0191,509999.9905,..,..,28,49258136129,2.845009607,1.030255181,47365226486,78.80903918,-7418732547,829999.9833
2011,YR2011,Sierra Leone,SLE,-950477791.4,32.3011956,423890014.6,7199999.809,..,779999.9714,2250000,9210000.038,1100000.024,1190000.057,6895,2942546781,3.490319719,0.882389181,2901403971,80.71694705,-1945470441,5239999.771
2011,YR2011,Solomon Islands,SLB,-116360706.7,11.28432749,327880004.9,-100000.0015,..,..,..,..,..,980000.0191,-1875,1063889652,4.844317252,2.945626667,990041943.1,107.2476782,-72947873.05,1919999.957
2011,YR2011,Somalia,SOM,..,..,1096979980,..,..,109999.9994,2089999.914,11189999.58,30909999.85,1220000.029,-326192,..,..,..,..,..,..,4590000.153
2011,YR2011,South Africa,ZAF,-4292687424,0.903377443,1396969971,..,..,2960000.038,1620000.005,1230000.019,600000.0238,1240000.01,65295,4.58202E+11,1.873318226,3.298595796,4.47482E+11,54.63635044,3577039872,589999.9738
2011,YR2011,South Sudan,SSD,..,..,435829986.6,..,..,19999.99955,..,5420000.076,..,..,194323,14907308933,-9.561710727,..,8550148980,93.22685975,..,3980000.019
2011,YR2011,Sri Lanka,LKA,-895920000,1.410883538,608520019.5,14329999.92,..,589999.9738,2829999.924,1059999.943,5730000.019,2240000.01,-13277,67753288946,7.940928261,..,67101718651,..,-8611150000,3059999.943
2011,YR2011,St. Lucia,LCA,-80860872.22,6.113959197,35290000.92,-119999.9973,..,..,..,..,..,..,181,1576988407,4.74197285,..,1557140148,..,-243381925.9,19999.99955
2011,YR2011,St. Vincent and the Grenadines,VCT,-85623860.37,11.99555839,17760000.23,-150000.006,..,..,..,..,..,..,-1665,713796370.4,-0.053088583,..,700854000,..,-193824706.7,39999.99911
2011,YR2011,Sudan,SDN,-1734376994,2.212119102,1742400024,10770000.46,..,1110000.014,4630000.114,3990000.01,-689999.9976,3319999.933,-337194,78403418360,6.364974079,6.868189728,73015124166,29.58817026,-1379977.097,4590000.153
